	run ID	name	method	date run	command-line
0	1	ANIm_2024-05-22T09:05:52.250277	ANIm	2024-05-22 09:05:52.250277	/zhome/56/5/209982/bin/miniconda3/bin/pyani anim -i genomes -o genomes_ANIm --dbpath barcode02_04db
