contig_1	673
contig_1000	1400
contig_10000	446
contig_10001	153
contig_10002	325
contig_10003	497
contig_10004	5449
contig_10006	325
contig_10007	465
contig_10008	250
contig_10009	558
contig_1001	549
contig_10010	1544
contig_10011	1224
contig_10012	260
contig_10013	588
contig_10014	585
contig_10015	729
contig_10017	179
contig_10018	2002
contig_10019	352
contig_1002	275
contig_10020	275
contig_10021	2241
contig_10022	6396
contig_10023	1517
contig_10024	5645
contig_10025	3595
contig_10026	276
contig_10027	3506
contig_10028	255
contig_1003	358
contig_10030	446
contig_10031	3192
contig_10032	877
contig_10034	3872
contig_10035	1746
contig_10036	103
contig_10038	312
contig_10039	221
contig_1004	227
contig_10040	221
contig_10041	74
contig_10042	320
contig_10043	276
contig_10044	2300
contig_10045	466
contig_10046	405
contig_10049	3084
contig_1005	4466
contig_10050	234
contig_10051	3449
contig_10053	153
contig_10054	203
contig_10055	2089
contig_10056	276
contig_10057	2158
contig_10059	2094
contig_1006	3823
contig_10060	121
contig_10062	984
contig_10063	5174
contig_10064	1672
contig_10066	196
contig_10067	125
contig_10068	1962
contig_10069	179
contig_10070	404
contig_10071	778
contig_10072	331
contig_10073	224
contig_10074	6044
contig_10075	3865
contig_10076	2929
contig_10078	260
contig_10079	4837
contig_1008	5062
contig_10080	5737
contig_10081	2459
contig_10082	6545
contig_10083	542
contig_10085	495
contig_10086	2033
contig_10087	269
contig_10088	2483
contig_10089	258
contig_1009	5958
contig_10090	1971
contig_10091	125
contig_10092	632
contig_10093	6067
contig_10094	2885
contig_10095	2344
contig_10096	117
contig_10097	2832
contig_10099	1015
contig_1010	2477
contig_10101	1224
contig_10102	153
contig_10103	3100
contig_10104	3108
contig_10105	125
contig_10106	153
contig_10107	125
contig_10109	322
contig_10110	2876
contig_10111	1671
contig_10112	1597
contig_10113	179
contig_10114	1006
contig_10115	333
contig_10117	305
contig_10119	224
contig_1012	1362
contig_10120	6084
contig_10124	2944
contig_10126	443
contig_10128	2501
contig_10129	224
contig_1013	275
contig_10130	225
contig_10131	113
contig_10132	183
contig_10133	656
contig_10134	221
contig_10135	221
contig_10136	411
contig_10137	221
contig_10138	253
contig_10139	206
contig_1014	73
contig_10140	4907
contig_10141	321
contig_10142	1454
contig_10143	137
contig_10144	137
contig_10146	3152
contig_10147	927
contig_1015	275
contig_10150	2972
contig_10151	3724
contig_10152	520
contig_10154	179
contig_10155	196
contig_10156	6358
contig_10157	125
contig_10158	117
contig_10159	203
contig_1016	841
contig_10162	495
contig_10163	1503
contig_10164	208
contig_10165	2282
contig_10166	748
contig_10167	144
contig_10168	402
contig_10169	5078
contig_1017	274
contig_10170	275
contig_10171	2928
contig_10174	3082
contig_10175	352
contig_10176	321
contig_10177	2873
contig_10180	446
contig_10181	224
contig_10183	179
contig_10184	5272
contig_10185	2202
contig_10186	524
contig_10187	461
contig_10189	2677
contig_1019	147
contig_10190	226
contig_10191	3967
contig_10192	125
contig_10193	1708
contig_10196	3621
contig_10197	117
