contig,contig_length,nr_genes,ratio_same_orientation,ID_general_avg,ID_general_std,gene_density,gene_length,ID_Q1,ID_Q3,rbs_ratio
contig_240,7526,13,1.0,122.25,106.12659500175565,0.7847462131278236,454.3076923076923,12.75,190.5,0.7692307692307692
contig_241,34399,56,0.7636363636363637,171.92727272727274,320.2199161681606,0.7293816680717463,448.0357142857143,27.0,185.5,0.6428571428571428
contig_242,8406,12,0.7272727272727273,163.8181818181818,137.85355746510544,0.7751605995717344,543.0,32.5,241.0,0.8333333333333334
contig_243,29593,28,0.5925925925925926,405.48148148148147,603.7873902459602,0.6312303585307336,667.1428571428571,75.0,489.5,0.75
contig_244,29016,53,0.6923076923076923,109.5576923076923,163.68631039295613,0.8157912875654811,446.62264150943395,0.0,165.75,0.6981132075471699
contig_246,100564,120,0.6722689075630253,186.23529411764707,206.4553060015024,0.7831729048168331,656.325,23.5,274.0,0.7833333333333333
contig_247,8134,15,0.6428571428571429,88.21428571428571,120.50855249520589,0.8361199901647406,453.4,0.0,148.75,0.6666666666666667
contig_248,34146,51,0.64,189.5,225.0497056207806,0.7190300474433315,481.4117647058824,5.0,295.25,0.2941176470588235
contig_25,18747,24,0.8695652173913043,294.5217391304348,336.94005008828674,0.6385021603456553,498.75,55.0,336.5,0.7916666666666666
contig_250,31023,36,0.6285714285714286,218.45714285714286,240.90179894449497,0.7620152789865584,656.6666666666666,25.5,323.5,0.19444444444444442
contig_251,8634,10,0.6666666666666666,185.88888888888889,291.0370134705834,0.7726430391475562,667.1,2.0,173.0,0.8
contig_253,7414,12,0.7272727272727273,163.45454545454547,130.6009631290977,0.6195036417588347,382.75,26.0,251.0,0.8333333333333334
contig_254,10615,18,0.5294117647058824,148.1764705882353,163.66401569863203,0.7788977861516722,459.3333333333333,49.0,189.0,0.0
contig_255,31331,33,0.71875,332.625,443.9952667258965,0.5481791197216814,520.4545454545455,38.75,380.75,0.696969696969697
contig_256,35706,47,0.8478260869565217,150.41304347826087,200.36776796322138,0.7936761328628241,602.9574468085107,11.75,213.5,0.6808510638297872
contig_257,8274,13,0.6666666666666666,156.08333333333334,189.08351696773806,0.7580372250423012,482.46153846153845,0.0,276.75,0.6153846153846154
contig_258,43989,66,0.676923076923077,169.30769230769232,207.359585341831,0.7533246948100661,502.09090909090907,21.0,233.0,0.18181818181818177
contig_259,6644,10,0.8888888888888888,204.77777777777777,220.09128297028525,0.7186935580975317,477.5,12.0,315.0,0.6
contig_26,15996,29,0.6785714285714286,174.96428571428572,188.51306929737888,0.6975493873468367,384.7586206896552,1.5,299.0,0.4482758620689655
contig_260,11783,15,0.42857142857142855,420.7857142857143,644.259616988084,0.46439786132563865,364.8,83.5,469.5,0.8666666666666667
contig_261,18967,31,0.8,196.6,230.47785143045743,0.7009542890283124,428.8709677419355,0.75,340.0,0.5806451612903225
contig_262,55465,70,0.6376811594202898,198.1159420289855,221.58974602393758,0.7599747588569368,602.1714285714286,32.0,271.0,0.6142857142857143
contig_263,70056,83,0.6341463414634146,230.609756097561,243.09672651313903,0.7257336987552815,612.5542168674699,60.25,329.25,0.7831325301204819
contig_264,8589,7,1.0,748.6666666666666,1085.6918940882304,0.4818954476656188,591.2857142857143,163.0,570.75,0.4285714285714286
contig_265,27728,45,0.8181818181818182,211.0681818181818,278.1053101489755,0.6704774956722447,413.1333333333333,9.25,272.25,0.6666666666666667
contig_266,10378,15,0.7142857142857143,217.85714285714286,226.39089366556655,0.6530159953748313,451.8,3.25,388.75,0.7333333333333334
contig_267,47811,55,0.7222222222222222,285.6296296296296,398.1237150125805,0.6605802012089268,574.2363636363636,42.25,360.25,0.6909090909090909
contig_268,18207,22,0.7142857142857143,256.0952380952381,325.34376028790933,0.668753776020212,553.4545454545455,32.0,303.0,0.7727272727272727
contig_269,5041,9,0.75,90.125,61.58822432088784,0.855187462804999,479.0,54.0,122.5,0.8888888888888888
contig_270,17777,22,0.7142857142857143,282.57142857142856,339.376539221776,0.6695730438206672,541.0454545454545,55.0,322.0,0.7727272727272727
contig_271,8307,16,0.8,98.2,119.67856951016753,0.8424220536896593,437.375,0.0,155.0,0.8125
contig_272,18603,24,0.8695652173913043,273.60869565217394,299.4466983317347,0.6542493146266731,507.125,13.5,466.5,0.7083333333333333
contig_273,105482,135,0.7164179104477612,213.8507462686567,291.4867577817724,0.736277279535845,575.2888888888889,14.0,325.0,0.6962962962962963
contig_274,5881,6,0.6,98.0,89.88214505673527,0.7855806835572181,770.0,0.0,129.0,0.5
contig_275,17741,24,0.43478260869565216,164.34782608695653,184.4982876545146,0.8005185727974747,591.75,35.5,222.0,0.6666666666666667
contig_276,16237,20,0.6842105263157895,234.05263157894737,355.32912447982807,0.6524604298823674,529.7,10.0,271.5,0.09999999999999998
contig_277,9338,10,0.7777777777777778,439.3333333333333,489.96326392904194,0.5807453416149069,542.3,5.0,812.0,0.7
contig_278,7001,6,0.6,383.0,248.05563891998102,0.722468218825882,843.0,111.0,638.0,0.33333333333333337
contig_279,14499,20,0.5789473684210527,241.89473684210526,262.0847381521846,0.6849437892268432,496.55,24.5,443.0,0.65
contig_28,37081,45,0.8863636363636364,200.8181818181818,331.24443547485873,0.7512742374801111,619.0666666666667,12.0,195.0,0.6888888888888889
contig_280,18437,29,0.7857142857142857,171.75,222.6022437635601,0.7313011878288225,464.9310344827586,3.75,351.25,0.6551724137931034
contig_281,30313,50,0.5918367346938775,117.75510204081633,134.37178557898034,0.8189885527661399,496.52,15.0,169.0,0.0
contig_282,24472,43,0.5714285714285714,129.16666666666666,239.24095411735868,0.7955622752533508,452.7674418604651,4.25,173.75,0.0
contig_283,17210,23,0.7727272727272727,143.27272727272728,195.15103284337164,0.8214410226612434,614.6521739130435,0.75,190.75,0.782608695652174
contig_284,12549,20,0.5789473684210527,84.05263157894737,154.03945963503554,0.8858076340744282,555.8,0.0,97.5,0.0
contig_285,12654,21,0.95,125.4,176.4274355081998,0.8048838311996207,485.0,4.25,154.75,0.8095238095238095
contig_286,9907,12,0.8181818181818182,314.6363636363636,431.6432181427099,0.6537801554456445,539.75,35.0,365.5,0.08333333333333337
contig_287,11454,19,0.7222222222222222,195.72222222222223,198.45900935725172,0.6921599441243234,417.2631578947368,57.5,284.75,0.5789473684210527
contig_288,14079,16,1.0,362.46666666666664,352.314796106487,0.5066410966687975,445.8125,37.0,513.0,0.8125
contig_289,26573,35,0.7058823529411765,212.6764705882353,414.9354110325121,0.7340909946185978,557.3428571428572,6.0,191.5,0.8857142857142857
contig_29,8729,12,0.8181818181818182,238.27272727272728,377.4522464459676,0.6629625386642227,482.25,20.0,194.5,0.5
contig_290,6132,11,0.8,211.2,313.548337581305,0.645955642530985,360.09090909090907,35.25,238.75,0.8181818181818181
contig_291,27531,37,0.7222222222222222,188.41666666666666,244.7661440595447,0.733536740401729,545.8108108108108,0.0,332.5,0.5675675675675675
contig_292,6020,6,0.4,588.6,427.04313599448005,0.5102990033222591,512.0,271.0,1037.0,0.5
contig_293,50342,50,0.7346938775510204,196.0,225.76681124829773,0.7999880815223869,805.46,21.0,314.0,0.74
contig_294,8015,17,0.75,149.9375,198.78049097874268,0.6970679975046787,328.6470588235294,42.75,149.5,0.5882352941176471
contig_295,5802,9,0.5,75.875,89.02869972654885,0.8779731127197518,566.0,0.0,167.25,0.7777777777777778
contig_296,5438,10,0.5555555555555556,262.55555555555554,398.1647093885508,0.5134240529606473,279.2,3.0,256.0,1.0
contig_297,7440,10,0.4444444444444444,141.66666666666666,109.28555866780081,0.8143817204301075,605.9,16.0,200.0,0.7
contig_298,12834,19,0.6666666666666666,301.5,354.9892408385233,0.5534517687392863,373.8421052631579,36.25,406.5,0.5789473684210527
contig_299,11955,25,0.6666666666666666,87.54166666666667,131.87967342956568,0.8626516102049352,412.52,0.0,153.0,0.6
contig_30,16325,22,0.9047619047619048,237.33333333333334,326.36327018674166,0.6442266462480858,478.04545454545456,19.0,350.0,0.31818181818181823
contig_300,36036,37,0.6944444444444444,550.6388888888889,631.5380323190616,0.44103119103119104,429.5405405405405,137.75,776.25,0.8108108108108107
contig_301,17334,17,0.625,333.0,273.8571708025919,0.5524979808468905,563.3529411764706,28.25,526.75,0.47058823529411764
contig_302,29543,32,0.7741935483870968,221.83870967741936,220.667915257614,0.7451849845987205,687.96875,24.5,327.0,0.6875
contig_303,10206,16,0.6,226.66666666666666,340.3409401696416,0.6086615716245346,388.25,17.5,208.5,0.75
contig_305,17598,27,0.7307692307692307,141.19230769230768,118.28844121656091,0.7942379815888169,517.6666666666666,37.25,243.75,0.7407407407407407
contig_306,21985,34,0.696969696969697,206.0,180.52213832170952,0.6825108028201046,441.3235294117647,29.0,383.0,0.8235294117647058
contig_307,16528,22,0.9523809523809523,124.52380952380952,156.65297378285337,0.840513068731849,631.4545454545455,0.0,189.0,0.40909090909090906
contig_308,42802,61,0.6833333333333333,156.71666666666667,212.1562389424884,0.7765758609410776,544.9016393442623,7.75,210.0,0.11475409836065575
contig_31,7864,13,0.75,79.08333333333333,79.47898918721992,0.8666073245167853,524.2307692307693,0.0,132.5,0.46153846153846156
contig_310,7275,10,0.5555555555555556,185.33333333333334,104.1345283755585,0.6864604810996564,499.4,109.0,210.0,0.8
contig_311,12117,15,0.5714285714285714,277.2857142857143,317.07399509790605,0.6796236692250557,549.0,37.25,461.0,0.2666666666666667
contig_312,13893,30,0.7931034482758621,83.51724137931035,122.79829850827716,0.8350248326495358,386.7,2.0,108.0,0.8666666666666667
contig_313,9233,14,0.6923076923076923,152.3846153846154,103.82421420661609,0.785118596339218,517.7857142857143,88.0,212.0,0.4285714285714286
contig_314,18143,20,0.5789473684210527,242.89473684210526,266.9332451020671,0.7307501515736097,662.9,2.5,463.5,0.65
contig_315,16427,27,0.7692307692307693,212.80769230769232,251.62090215712777,0.6512449016862483,396.22222222222223,38.5,319.5,0.7777777777777778
