contig_id,0,1,2,3,4,5,6,7,8,9,10
contig_110.concoct_part_2,-8.68597118e-01,-1.74000979e+00,-1.56491307e-01,2.45929669e-01,5.34570036e-01,1.32804864e-01,6.92039379e-02,2.31148692e-01,-7.32461241e-01,1.27205856e-01,1.95994620e-01
contig_110.concoct_part_3,3.78192334e-01,-2.45262795e+00,-4.65627149e-01,2.90196619e-01,1.10649156e-01,-1.19240588e-01,1.13113625e-01,-1.28996808e-01,-6.86962301e-01,-1.75804102e-01,-6.73431641e-03
contig_110.concoct_part_4,-6.98590210e-01,-1.05103715e+00,1.09647304e-01,3.24469047e-01,-3.06994850e-01,3.55893960e-02,3.93871802e-02,-2.93773502e-01,-2.43407466e-01,-6.48186627e-01,-2.87411149e-02
contig_110.concoct_part_5,-1.95461038e+00,-1.13345158e+00,1.68462411e-01,2.62938500e-01,4.57663662e-01,5.61239554e-02,5.93425860e-01,7.45485218e-02,-3.55704668e-01,-2.75695206e-01,-3.72566529e-02
contig_111.concoct_part_0,1.40174154e+01,2.87727730e-01,1.27130058e+00,2.85921045e+00,7.16745898e-01,1.55687447e+00,2.81827480e-01,-5.47937039e-01,-1.09416097e+00,-2.03341211e-01,1.85607755e-01
contig_112.concoct_part_0,4.75733081e-01,2.17102674e+00,-2.23236853e+00,5.22942042e-01,-7.03133330e-01,1.62835204e-01,-8.42323427e-02,-3.05809939e-01,2.11572608e-01,-5.45814631e-02,2.43391036e-01
contig_112.concoct_part_1,-7.18383700e-01,1.91934885e+00,-1.86702655e+00,4.55159564e-01,-9.16308818e-01,-2.36363081e-01,2.53527535e-01,-1.79529372e-01,-1.23046960e-01,1.52752493e-01,3.37415410e-01
contig_113.concoct_part_0,-5.45591463e+00,6.01901361e-01,1.12722471e+00,7.34459320e-02,6.40292159e-02,-1.00663213e-01,-1.87945900e-01,-3.11249717e-01,-4.76191910e-01,2.48371363e-01,1.65770476e-01
contig_113.concoct_part_1,-9.95001319e-01,-1.63676537e+00,-3.42269252e-01,2.79016217e-01,3.34928620e-01,-6.37699874e-02,1.05791162e-01,2.89338955e-01,-5.35777277e-02,-2.47153755e-01,2.35596047e-01
contig_113.concoct_part_2,-1.59672649e-01,-1.78702757e+00,-2.18502706e-01,-2.59028926e-01,3.52961661e-01,1.48548303e-01,6.35695550e-01,-2.35434035e-01,-6.18408507e-01,-8.21370642e-01,5.44077107e-01
contig_113.concoct_part_3,-1.09906573e+00,-1.46522167e+00,-5.26698864e-01,8.34294740e-02,-5.20191784e-01,-2.89514472e-01,-3.00736641e-01,1.30584284e-01,-5.79054271e-01,1.04132893e-01,-7.14036551e-03
contig_113.concoct_part_4,-2.24935877e+00,-1.40371914e+00,-4.30441566e-01,7.11099061e-01,-4.37589943e-01,3.70681982e-01,5.44025509e-02,-1.42140483e-01,3.37324751e-01,-1.54858016e-01,-2.24202993e-01
contig_114.concoct_part_0,1.18172987e+01,4.93821181e-01,9.65659972e-01,3.65799163e-01,3.94492945e-02,-1.21787905e-02,1.10693543e+00,-6.49069393e-01,-4.26086411e-01,-8.43288427e-01,1.35292994e-01
contig_115.concoct_part_0,-3.40280745e+00,-9.52593539e-01,3.75907568e-01,2.76989679e-01,3.10239633e-01,-1.81838583e-01,2.11188141e-01,3.14779707e-01,4.96264873e-02,4.24330340e-01,8.98109877e-02
contig_117.concoct_part_0,-7.47431405e+00,6.49811298e-01,2.34584723e+00,1.15941110e+00,-3.67376921e-01,4.16708442e-01,-5.08137025e-01,-1.79635083e-01,4.32377976e-01,2.91559580e-01,-1.54383885e-01
contig_118.concoct_part_0,-1.77481912e-01,-1.41249548e+00,-6.69496552e-01,-2.61723652e-01,-5.01630381e-01,-6.43583447e-01,-4.18932254e-01,4.35908772e-01,2.14272131e-01,4.33885938e-01,-1.65660959e-01
contig_118.concoct_part_1,-8.28473953e-01,-9.15469886e-01,-1.85500489e-01,-2.11587461e-01,-9.51775341e-01,-1.19235884e-01,4.45232954e-01,3.65838272e-01,2.46236552e-01,-3.13313216e-01,1.76925456e-01
contig_118.concoct_part_2,-1.95759583e+00,-2.28086748e+00,-2.45778144e-01,4.14521678e-01,1.95662894e-03,3.47541827e-01,-2.48260902e-01,6.50717517e-01,7.69643436e-02,-4.58584951e-02,4.07605076e-01
contig_118.concoct_part_3,-2.64828286e+00,-1.49955079e+00,-1.36096465e-01,3.30116449e-01,-2.58461472e-01,2.53789383e-01,3.25764753e-01,-5.33209100e-03,-1.74229683e-01,4.67686609e-02,-7.30061805e-02
contig_118.concoct_part_4,-1.94575216e+00,-1.34377790e+00,-4.43976834e-01,-1.31697247e-01,3.19747861e-01,9.66501197e-01,3.78219354e-01,-7.99046448e-02,3.04012241e-02,-1.57553126e-01,-5.04423000e-02
contig_119.concoct_part_0,8.53652245e+00,-3.16438177e-02,1.03984779e+00,7.87795214e-02,1.37122460e-01,-2.51818161e+00,5.22516577e-01,-9.68901362e-01,-1.43321226e-01,-3.19258478e-01,9.36548525e-01
contig_120.concoct_part_0,-1.68836115e+00,2.02923906e+00,-1.78683187e+00,2.35880436e-01,-9.35235952e-01,-2.10727578e-01,-1.80795942e-01,-4.06229411e-02,-4.70219387e-01,2.53060399e-01,-1.30012215e-01
contig_121.concoct_part_0,-3.06675541e+00,-4.39254053e-01,4.50594533e-01,-1.17600623e-01,6.94980123e-01,-4.30866708e-01,-1.72639879e-01,-2.55811050e-01,-3.98628093e-01,-5.73232668e-01,-4.38771886e-01
contig_121.concoct_part_1,-4.17823147e+00,-7.66530325e-01,6.11495413e-01,3.98278875e-01,8.59663774e-01,-1.73532691e-01,-5.38020377e-01,-2.91383791e-01,-3.13139508e-01,-1.72835985e-02,-3.88114549e-01
contig_121.concoct_part_2,-3.63121045e+00,-8.46456259e-01,2.29331481e-01,-7.32042879e-02,1.26447006e-02,1.66956222e-01,-6.80314331e-02,-3.89506327e-01,-6.82002273e-02,-3.24276551e-01,-3.27679118e-02
contig_122.concoct_part_0,1.04174687e+01,1.46131102e+00,1.18859108e+00,-1.06978935e+00,4.58836596e-02,-1.00937399e+00,3.79667350e-01,-2.74093378e-01,1.38899470e-01,9.62107087e-01,1.11333887e-01
contig_122.concoct_part_1,1.11081903e+01,4.85662568e-01,1.27681956e+00,-7.76651813e-01,-6.52597112e-01,-1.72164399e+00,-1.17233127e-01,1.10745849e+00,-2.78044452e-01,-1.69309194e-01,-4.89611627e-01
contig_123.concoct_part_0,-3.73051779e+00,-5.42036806e-01,7.57457702e-01,8.53154618e-02,3.88534150e-01,-1.09556909e-01,-1.75729951e-01,-5.37054449e-01,9.81293045e-02,-1.90310239e-01,-6.84203411e-01
contig_124.concoct_part_0,-1.89026385e+00,-9.31388007e-01,-4.00069500e-01,-3.16946647e-01,-1.51021996e-01,-1.73534313e-01,-2.82887305e-01,-3.53890499e-01,-3.17026249e-01,3.46878276e-01,-3.47468057e-01
contig_125.concoct_part_0,-1.87868751e+00,2.00839571e+00,-1.55495783e+00,1.93192070e-01,-6.46319983e-01,2.80682493e-02,1.32777328e-01,-3.73321489e-02,2.80746577e-02,5.23634917e-01,-3.19264208e-01
contig_125.concoct_part_1,-2.67666302e+00,1.63241520e+00,-9.16499670e-01,1.17432232e-01,-2.22009260e-01,2.01420687e-01,1.78141301e-01,-3.19929050e-02,1.56447071e-01,-5.79012054e-02,-3.82514386e-01
contig_126.concoct_part_0,-1.29152230e+00,-1.36825813e+00,-3.99178980e-01,-5.27669944e-01,-2.04264324e-01,2.39742631e-01,9.50768297e-02,5.05936035e-01,-1.45370574e-01,-1.08827629e-01,1.12325498e-01
contig_126.concoct_part_1,-1.96747509e+00,-1.63054502e+00,1.10623120e-01,2.62242888e-01,6.47779874e-01,3.11258808e-01,4.27295817e-01,3.85527627e-01,-1.48207178e-01,3.93424905e-02,-1.17306625e-02
contig_126.concoct_part_2,-1.47855716e+00,-1.72288096e+00,1.10516453e-02,4.18488675e-01,2.86295839e-01,-3.87828970e-01,2.33576529e-02,6.61437943e-01,-1.72181748e-01,1.20702664e-01,3.47650652e-01
contig_126.concoct_part_3,-1.70284389e+00,-1.36748917e+00,-2.92163260e-01,4.17110592e-03,-1.96943758e-01,-3.61197904e-01,4.25327248e-01,3.53102212e-01,-4.63241675e-01,2.69516369e-01,1.23361504e-01
contig_126.concoct_part_4,-1.07926628e+00,-1.44427146e+00,-1.35713287e-01,1.99281333e-01,1.17520306e-01,-1.58098596e-01,5.38016560e-01,1.64637891e-01,1.43122738e-01,-1.66219538e-01,7.39172096e-01
contig_126.concoct_part_5,-2.15734208e+00,-1.07283957e+00,-6.44287421e-02,-2.07384149e-03,-3.57951788e-01,-4.90797360e-01,2.22939158e-01,5.36951111e-03,-3.68326451e-01,-2.10082513e-01,2.04644745e-01
contig_126.concoct_part_6,-5.35938825e+00,1.46729473e-01,1.17336997e+00,2.72260614e-01,6.71554867e-01,2.94987463e-01,8.42700064e-02,2.04248473e-01,1.93715629e-01,3.22954584e-01,-1.53878737e-01
contig_127.concoct_part_0,-1.75546224e+00,1.82072984e+00,-1.72133731e+00,6.85414729e-01,-4.57721155e-01,4.07605384e-02,7.44087363e-02,-5.29999597e-01,1.15666059e-01,3.33523754e-02,-2.27617356e-01
contig_128.concoct_part_0,5.93900481e+00,2.61637432e-02,9.72446504e-01,-1.41504752e+00,4.19701834e-01,-2.01133417e+00,-8.39912465e-01,7.52319439e-01,7.22248324e-01,-4.28991974e-01,-1.37005300e-01
contig_129.concoct_part_0,-5.13013100e-01,-1.40024809e+00,-6.40511066e-01,-4.32725702e-01,-1.40272434e+00,-5.71934950e-01,5.08673605e-02,-2.07639665e-01,-1.17932045e+00,2.09517209e-01,7.69361339e-01
contig_13.concoct_part_0,-5.46395997e+00,5.33878619e-01,1.61293073e-01,1.99093506e+00,4.93629731e-01,9.40650478e-01,4.23448327e+00,4.70989257e+00,5.42484286e-01,2.11927069e+00,3.50833847e+00
contig_13.concoct_part_1,-3.88355186e-01,-1.45166806e+00,-7.82482094e-01,-1.23051363e-02,-3.39712990e-01,4.64901465e-01,6.57252430e-01,7.24800743e-01,3.43484215e-01,1.43886811e-01,4.65777026e-01
contig_13.concoct_part_2,-2.66124448e+00,-1.34584969e+00,-4.59998857e-01,5.75161440e-01,-4.42623726e-01,4.65471343e-01,2.88565541e-01,-3.42217085e-02,3.84975532e-01,-1.44502365e-01,1.94824924e-01
contig_13.concoct_part_3,-9.52391051e-01,-1.87770167e+00,-1.11366811e-01,7.12620469e-01,-1.52020168e-01,-6.11698526e-01,3.11769576e-01,1.43762648e-01,-6.08027271e-01,2.81952833e-01,3.65161180e-02
contig_13.concoct_part_4,-2.18705395e+00,-1.27194981e+00,1.46663595e-01,4.16926110e-01,-6.21009271e-01,-2.18756624e-01,2.25901002e-01,9.54321192e-01,6.75554055e-01,1.96966891e-01,2.87462965e-01
contig_13.concoct_part_5,-2.64801066e+00,-1.23008370e+00,1.40283238e-01,4.15192281e-01,-8.60398909e-01,2.36012975e-01,6.55453191e-01,5.67555114e-01,7.90818180e-01,-8.33791158e-02,2.94532522e-01
contig_13.concoct_part_6,-1.79427057e+00,-1.89294063e+00,9.10483486e-02,4.57785977e-01,3.83957716e-01,-4.77863239e-01,-2.14302350e-01,5.83884001e-01,-4.26527461e-01,1.95832903e-01,-2.76948171e-01
contig_13.concoct_part_7,-2.39125353e+00,-1.03150520e+00,2.52457099e-01,2.40850907e-01,3.81379368e-01,-4.13770940e-01,6.32814871e-01,2.09667774e-01,-2.24569075e-01,5.34247558e-01,-1.29570642e-01
contig_13.concoct_part_8,-3.04403235e+00,-9.13065950e-01,2.89977941e-01,-8.94540735e-02,3.34667978e-01,1.22484655e-02,6.08957950e-02,3.60707083e-01,5.39404571e-02,-1.37124938e-01,-1.49816928e-02
contig_13.concoct_part_9,-1.13436589e+00,-1.21622623e+00,-3.05394673e-01,4.28180768e-01,-9.90128444e-01,-3.21874675e-01,-1.96501933e-01,2.92727338e-02,2.36450683e-01,-4.73182222e-01,-1.75010035e-01
contig_13.concoct_part_10,-3.03536522e+00,-1.36367767e+00,-1.25738467e-02,7.83158982e-01,4.29171084e-03,-2.76982531e-01,-4.80738251e-01,-4.41520433e-02,3.90221351e-01,-3.69639091e-01,-1.14142840e-01
contig_130.concoct_part_0,-1.42018023e+00,-1.44789848e+00,-2.88335146e-01,4.22765063e-01,-5.55245375e-01,-4.09657108e-01,-2.61705798e-01,8.00251761e-03,9.08953102e-02,-4.20260970e-01,1.83776924e-01
contig_131.concoct_part_0,9.07181110e+00,-1.42736110e+00,7.83853805e-01,-1.00194326e+00,5.40980377e-01,-1.17131126e-01,-8.25766893e-01,7.67538161e-01,2.19028119e-01,-4.94978028e-01,8.75779098e-02
contig_132.concoct_part_0,-2.21215734e+00,-1.57784517e+00,-1.83823094e-01,-2.23082652e-01,-4.35411961e-01,3.55387942e-01,-2.55033746e-01,-9.78381439e-02,4.71248012e-01,-1.33925873e-02,-1.90600791e-01
contig_132.concoct_part_1,-2.54126807e+00,-1.17240883e+00,2.35103278e-01,1.05083246e-02,-4.62237789e-01,3.84923496e-01,9.66180329e-02,-3.68324846e-01,3.31154896e-01,-2.38590832e-01,-5.81327844e-01
contig_133.concoct_part_0,-6.14961603e-01,8.78976932e-02,-4.05701178e-04,-7.85505484e-01,9.06243751e-02,-7.51330698e-01,-6.75358768e-01,5.12384302e-01,-1.91711385e-01,-2.18161650e-01,-5.88806849e-01
contig_134.concoct_part_0,-2.33703172e+00,-1.52859371e+00,4.73603342e-01,-9.16199049e-03,-4.80788032e-01,-1.20049975e-01,1.55489836e-01,-1.00637975e-01,-9.26919259e-02,5.86036448e-02,-1.27648752e-01
contig_135.concoct_part_0,-5.43529687e+00,8.52506474e-01,1.03253244e+00,1.08316820e-01,2.92166087e-01,-1.50517956e-01,-5.51784282e-02,-3.30706426e-01,4.81768045e-01,-1.03300921e-02,7.57187149e-02
contig_136.concoct_part_0,-4.91821033e+00,4.61393571e-01,5.12272083e-01,2.35889263e-01,2.09354455e-01,-1.61721341e-01,4.74459500e-01,-1.11663794e-01,3.02610080e-01,4.31091024e-01,-2.28029466e-01
contig_136.concoct_part_1,-4.43511377e+00,1.18004432e-01,1.03349879e+00,3.25390129e-01,5.91235463e-01,2.65574099e-01,7.38208493e-01,-2.01043751e-01,3.47621778e-01,-1.82839897e-01,-3.00545282e-01
contig_136.concoct_part_2,-1.34757431e+00,-1.49301860e+00,-5.06341194e-01,-6.65677645e-03,1.20265010e-01,3.95044789e-02,1.42514280e-01,1.69334103e-01,3.32413141e-01,-5.19640312e-02,2.98582189e-01
contig_136.concoct_part_3,-5.96291322e+00,3.47501827e-01,1.53043976e+00,-8.83484565e-02,8.25853131e-02,-2.57483829e-01,-5.09211917e-01,-2.19784615e-01,-2.31837158e-01,3.82852985e-01,4.16899660e-02
contig_137.concoct_part_0,3.19455897e-01,1.32263229e+00,-9.49811805e-01,-5.82231651e-01,-3.02742483e-01,-5.20023129e-01,-1.32844898e-02,-1.01501117e-01,-3.35356080e-01,2.61864893e-01,1.61524500e-01
contig_138.concoct_part_0,-4.51025812e+00,1.69176410e+00,9.77752396e-01,-6.86601388e-01,-3.79858173e-01,-1.28411788e-01,-3.63281821e-01,-8.92993785e-01,-2.40687770e-01,-2.48164034e-01,8.03427424e-01
contig_139.concoct_part_0,1.93023248e+00,-7.99633279e-01,-8.93766424e-01,-8.24823366e-01,8.07591798e-01,-3.20106348e-01,-8.57713499e-02,-9.16918945e-01,-2.39478647e-01,-1.09904508e-01,1.43494805e+00
contig_14.concoct_part_0,-4.50421587e+00,2.96656631e-01,8.70595029e-01,-5.63420000e-01,-2.03343415e-01,-6.48805807e-02,1.48906613e-01,9.96204612e-02,-1.71466468e-01,5.19255034e-01,-3.30649497e-01
contig_14.concoct_part_1,-6.29884342e-01,-1.66786289e+00,-6.63670710e-01,-1.30201658e-01,-1.39197557e+00,-3.71053553e-01,-8.51522138e-01,-4.64671781e-01,1.89740404e-01,3.92528025e-01,-7.02083362e-03
contig_14.concoct_part_2,-4.30471670e+00,-4.02718457e-01,5.31666269e-01,9.76414531e-02,7.40728106e-01,2.07140538e-01,-8.33768992e-01,-7.59279915e-01,3.90246094e-01,1.31281234e-01,-7.97393693e-01
contig_14.concoct_part_3,-4.80042462e+00,-7.76417387e-01,7.92242122e-01,6.09480724e-02,6.40825226e-01,1.86005330e-01,-1.37152395e-01,5.26330421e-02,-4.64000384e-01,-1.31970435e-01,-1.37048477e-01
contig_14.concoct_part_4,-8.22441813e-01,-1.19579602e+00,-2.15799658e-02,1.03854721e-01,-2.23428727e-01,-6.84663517e-02,3.11820478e-01,3.17373193e-01,-5.93228164e-01,6.76314804e-02,-5.28375766e-01
contig_14.concoct_part_5,-2.98651485e+00,-1.58661337e+00,-1.28124259e-02,9.66419687e-01,1.30570978e-01,9.87254074e-02,-1.39062581e-01,2.23651987e-02,2.52891546e-01,-3.92534521e-01,-2.07688040e-01
contig_14.concoct_part_6,-1.47500043e+00,-2.02453404e+00,-2.14096404e-02,-2.36387440e-01,3.50811930e-02,3.58354792e-02,-8.85418094e-03,4.77861689e-01,-7.57097489e-01,2.18769770e-01,8.67757462e-02
contig_14.concoct_part_7,-1.01260660e+00,-1.37162877e+00,-3.22975157e-01,-4.72676091e-01,-2.18695094e-02,-3.99495460e-01,-5.69628408e-01,8.24911375e-01,-6.59395377e-01,5.92388878e-01,-1.19382670e-01
contig_14.concoct_part_8,-1.08909781e+00,-1.78774729e+00,-3.09492652e-01,2.10520672e-01,-1.23953176e-01,4.10808811e-02,-9.35733579e-02,5.19998784e-02,9.10406486e-03,-4.77929729e-01,1.07821889e-02
contig_140.concoct_part_0,-7.52962928e+00,2.03451921e+00,2.29987109e+00,-5.61844082e-01,1.38559523e-01,8.72871239e-01,-8.62392734e-01,-1.65462833e-01,4.22912045e-02,1.53823903e-01,1.48547351e-01
contig_140.concoct_part_1,-4.16947522e+00,1.21789807e+00,9.53096427e-01,-1.67380670e+00,3.96624507e-01,-7.64634025e-02,-1.75481324e-01,1.53657713e-01,-5.26659011e-01,-2.88754503e-01,1.66646963e-01
contig_140.concoct_part_2,-4.26650487e+00,4.03433579e-01,8.78545226e-01,-3.76740676e-01,-3.20804810e-01,-1.13581172e-01,-1.71716448e-01,-1.59144220e-01,-5.36564808e-02,-5.06426124e-01,1.10382549e-01
contig_141.concoct_part_0,-1.84508702e+00,-1.13530102e+00,-9.87456090e-02,-2.92716397e-01,-4.48230791e-01,-6.17403817e-01,-4.32688962e-01,-4.94504586e-01,1.40105176e-01,2.65110630e-01,-1.20079036e-01
contig_142.concoct_part_0,-9.08472531e+00,1.86603605e+00,3.61766052e+00,2.06059934e-01,6.76148536e-02,8.54928396e-01,-1.07827932e+00,-5.08116994e-01,-3.72972506e-01,4.64681037e-01,3.82812902e-01
contig_143.concoct_part_0,-1.98974535e+00,-1.23937699e+00,-1.56110353e-01,2.52759598e-01,-3.17926249e-01,2.14863907e-01,4.08019035e-01,3.70012899e-02,-5.99846923e-01,3.20275194e-01,-1.19387912e-01
contig_143.concoct_part_1,-1.97187674e+00,-1.14665671e+00,1.33264913e-01,2.36623255e-01,6.21387166e-02,-2.80378054e-01,3.08053834e-01,1.46091046e-02,-1.41568536e-01,-3.04327277e-01,-3.21444111e-02
contig_143.concoct_part_2,-4.31063506e+00,3.16758538e-01,1.11470468e+00,-6.54517025e-01,2.07674646e-01,1.51607834e-01,-8.52011771e-02,-2.80251281e-01,1.79170727e-01,-3.33012041e-01,-6.31707754e-01
contig_144.concoct_part_0,-6.05945622e+00,9.65773628e-01,1.45225136e+00,6.55214748e-01,-4.27715482e-02,-4.37553237e-02,-1.02520530e-01,-3.46547387e-01,1.18095976e+00,1.32386264e-01,6.81737716e-02
contig_145.concoct_part_0,-8.69231918e+00,3.13519344e+00,4.88008405e+00,2.14981726e-01,-1.58189166e+00,-6.09205654e-01,-6.97642114e-01,-4.42180828e-01,2.41605908e-01,-8.67569079e-01,9.67588067e-01
contig_146.concoct_part_0,1.17385948e+01,1.33069124e+00,7.38555103e-01,-1.06769194e+00,-7.54750450e-01,1.24343514e+00,2.21252365e-01,-4.88467603e-02,8.97403215e-02,-3.58332528e-01,-3.48393516e-01
contig_147.concoct_part_0,1.40434645e+01,4.79078745e-01,1.02054260e+00,2.78399249e+00,-3.62332304e-01,8.57023909e-01,-7.50472410e-01,5.00613225e-01,2.44205092e-01,6.46462866e-01,-4.96278247e-01
contig_148.concoct_part_0,9.63698244e+00,-1.25089288e+00,6.29406979e-01,-4.92394912e-01,-1.30647450e-01,7.51624309e-01,-1.25723372e+00,6.33579304e-01,5.64201991e-01,6.68510901e-02,-8.27921437e-01
contig_149.concoct_part_0,1.42879550e+01,4.23523064e-01,1.35917257e+00,2.53415627e+00,-1.33998118e-01,1.84257133e+00,3.70998597e-02,3.96099643e-02,1.93731301e-01,1.41333595e-01,3.88921631e-02
contig_149.concoct_part_1,1.37679022e+01,7.61191303e-01,1.35735221e+00,2.45601341e+00,3.50267365e-01,9.26408046e-01,-1.29307801e-01,2.02976417e-01,-2.07720975e-01,2.49183842e-01,3.07705426e-01
contig_149.concoct_part_2,1.50768733e+01,-1.34205271e-02,1.51509661e+00,3.07416968e+00,2.17812550e-01,1.45226766e+00,-1.31066111e-01,-1.40890355e-01,-1.12270783e-01,4.03051371e-01,8.13265836e-01
contig_149.concoct_part_3,1.37859448e+01,4.17893190e-01,9.31537516e-01,2.04290821e+00,2.88398961e-01,-1.14862626e-01,-1.30472800e-01,2.47277344e-01,2.42747326e-01,1.59993264e-01,7.37272001e-01
contig_15.concoct_part_0,-6.10797356e+00,-6.04569554e-02,1.25282045e+00,-2.66266820e-01,1.42403436e+00,2.21228584e+00,-1.04262747e-02,-1.98294466e-01,2.11331395e-01,5.11213709e-01,-3.20461406e-01
contig_15.concoct_part_1,-2.03361732e+00,-1.54516225e+00,1.22898693e-02,-4.75756038e-01,-4.72213940e-01,-3.87707633e-02,1.46298059e-01,1.43627089e-01,1.95587606e-01,9.43732151e-02,1.89235589e-01
contig_15.concoct_part_2,-1.94003533e+00,-1.25706548e+00,-2.99747433e-01,-2.89916258e-01,-7.03079405e-02,3.64070450e-01,2.60923594e-01,1.03091257e-01,-1.89987454e-01,2.89916627e-01,-2.15168359e-01
contig_15.concoct_part_3,1.35975978e-01,-1.87847698e+00,-5.54321491e-01,-5.27663206e-02,-1.02375262e+00,-1.13785110e+00,-4.83511940e-01,4.41815284e-01,2.66433861e-01,-9.81890574e-01,1.10169068e+00
contig_15.concoct_part_4,-3.21427494e+00,-1.02101634e+00,1.90485312e-01,4.40439162e-01,4.50367984e-02,-1.73326724e-01,1.79072633e-01,4.91889707e-01,2.61148974e-01,-2.32022438e-01,8.56709179e-02
contig_15.concoct_part_5,-4.10039138e+00,-1.11359029e+00,5.57426667e-01,2.51402968e-01,3.33634288e-01,1.77786032e-01,1.43490181e-01,5.87043759e-01,-7.10591266e-01,3.00506264e-01,-6.60602919e-02
