contig_1080	bins.001
contig_1124	bins.001
contig_1148	bins.001
contig_1197	bins.001
contig_1246	bins.001
contig_126	bins.001
contig_1281	bins.001
contig_1299	bins.001
contig_1374	bins.001
contig_1465	bins.001
contig_1526	bins.001
contig_1602	bins.001
contig_1623	bins.001
contig_1624	bins.001
contig_1693	bins.001
contig_1708	bins.001
contig_1710	bins.001
contig_1720	bins.001
contig_1761	bins.001
contig_1819	bins.001
contig_1903	bins.001
contig_1921	bins.001
contig_2113	bins.001
contig_2125	bins.001
contig_2134	bins.001
contig_2153	bins.001
contig_2206	bins.001
contig_2227	bins.001
contig_2248	bins.001
contig_225	bins.001
contig_2253	bins.001
contig_2262	bins.001
contig_2266	bins.001
contig_2289	bins.001
contig_2328	bins.001
contig_2404	bins.001
contig_2450	bins.001
contig_2501	bins.001
contig_2614	bins.001
contig_2631	bins.001
contig_2634	bins.001
contig_2638	bins.001
contig_2710	bins.001
contig_2820	bins.001
contig_2896	bins.001
contig_2905	bins.001
contig_2906	bins.001
contig_2934	bins.001
contig_2939	bins.001
contig_297	bins.001
contig_3015	bins.001
contig_3024	bins.001
contig_307	bins.001
contig_3110	bins.001
contig_315	bins.001
contig_3333	bins.001
contig_3421	bins.001
contig_357	bins.001
contig_400	bins.001
contig_462	bins.001
contig_464	bins.001
contig_494	bins.001
contig_497	bins.001
contig_512	bins.001
contig_513	bins.001
contig_514	bins.001
contig_555	bins.001
contig_604	bins.001
contig_638	bins.001
contig_678	bins.001
contig_735	bins.001
contig_924	bins.001
contig_927	bins.001
contig_969	bins.001
contig_972	bins.001
contig_1029	bins.002
contig_1049	bins.002
contig_1072	bins.002
contig_109	bins.002
contig_110	bins.002
contig_1112	bins.002
contig_1123	bins.002
contig_115	bins.002
contig_1203	bins.002
contig_127	bins.002
contig_1293	bins.002
contig_1296	bins.002
contig_1305	bins.002
contig_1359	bins.002
contig_1406	bins.002
contig_1430	bins.002
contig_1445	bins.002
contig_1446	bins.002
contig_1472	bins.002
contig_150	bins.002
contig_1570	bins.002
contig_1604	bins.002
contig_161	bins.002
contig_1676	bins.002
contig_1679	bins.002
contig_1699	bins.002
contig_1727	bins.002
contig_1728	bins.002
contig_1737	bins.002
contig_1786	bins.002
contig_1822	bins.002
contig_1832	bins.002
contig_1840	bins.002
contig_1865	bins.002
contig_1947	bins.002
contig_2073	bins.002
contig_210	bins.002
contig_2115	bins.002
contig_214	bins.002
contig_2146	bins.002
contig_2182	bins.002
contig_2191	bins.002
contig_2202	bins.002
contig_222	bins.002
contig_2245	bins.002
contig_2280	bins.002
contig_2300	bins.002
contig_2306	bins.002
contig_2326	bins.002
contig_2332	bins.002
contig_2337	bins.002
contig_235	bins.002
contig_2366	bins.002
contig_2370	bins.002
contig_2468	bins.002
contig_2613	bins.002
contig_2615	bins.002
contig_2621	bins.002
contig_2632	bins.002
contig_2644	bins.002
contig_2665	bins.002
contig_2680	bins.002
contig_275	bins.002
contig_2766	bins.002
contig_277	bins.002
contig_2779	bins.002
contig_2780	bins.002
contig_2795	bins.002
contig_2833	bins.002
contig_284	bins.002
contig_285	bins.002
contig_2852	bins.002
contig_2873	bins.002
contig_2881	bins.002
contig_2894	bins.002
contig_2898	bins.002
contig_2903	bins.002
contig_2921	bins.002
contig_2982	bins.002
contig_300	bins.002
contig_3023	bins.002
contig_3058	bins.002
contig_3071	bins.002
contig_3195	bins.002
contig_3199	bins.002
contig_3215	bins.002
contig_3238	bins.002
contig_3262	bins.002
contig_3332	bins.002
contig_3337	bins.002
contig_3338	bins.002
contig_3363	bins.002
contig_3366	bins.002
contig_3382	bins.002
contig_3387	bins.002
contig_3447	bins.002
contig_3475	bins.002
contig_3502	bins.002
contig_363	bins.002
contig_372	bins.002
contig_433	bins.002
contig_442	bins.002
contig_443	bins.002
contig_453	bins.002
contig_495	bins.002
contig_520	bins.002
contig_54	bins.002
contig_544	bins.002
contig_545	bins.002
contig_572	bins.002
contig_600	bins.002
contig_603	bins.002
contig_606	bins.002
contig_607	bins.002
contig_685	bins.002
contig_724	bins.002
contig_733	bins.002
contig_755	bins.002
contig_76	bins.002
contig_79	bins.002
contig_807	bins.002
contig_81	bins.002
contig_819	bins.002
contig_846	bins.002
contig_853	bins.002
contig_857	bins.002
contig_87	bins.002
contig_902	bins.002
contig_948	bins.002
contig_964	bins.002
contig_989	bins.002
contig_990	bins.002
contig_101	bins.003
contig_1063	bins.003
contig_1068	bins.003
contig_1103	bins.003
contig_1145	bins.003
contig_1156	bins.003
contig_1167	bins.003
contig_1195	bins.003
contig_1196	bins.003
contig_1202	bins.003
contig_1260	bins.003
contig_1280	bins.003
contig_1345	bins.003
contig_1348	bins.003
contig_1400	bins.003
contig_142	bins.003
contig_148	bins.003
contig_1512	bins.003
contig_1534	bins.003
contig_1574	bins.003
contig_1714	bins.003
contig_1724	bins.003
contig_1730	bins.003
