contig_1	1176
contig_10	324
contig_100	487
contig_1000	1301
contig_10000	1526
contig_10001	922
contig_10002	589
contig_10003	267
contig_10004	1862
contig_10005	49
contig_10006	3558
contig_10007	151
contig_10008	1248
contig_10009	1987
contig_1001	324
contig_10010	2599
contig_10011	2802
contig_10012	3360
contig_10013	1515
contig_10014	266
contig_10015	3004
contig_10016	324
contig_10018	49
contig_10019	955
contig_10020	1
contig_10022	4962
contig_10023	1995
contig_10025	1944
contig_10026	633
contig_10027	3060
contig_10028	1660
contig_10029	774
contig_1003	23
contig_10030	2423
contig_10031	5255
contig_10032	15
contig_10033	768
contig_10034	151
contig_10035	1026
contig_10036	3944
contig_10037	772
contig_10038	324
contig_10039	151
contig_1004	1026
contig_10040	773
contig_10041	4702
contig_10042	1255
contig_10043	3241
contig_10044	914
contig_10045	1629
contig_10046	858
contig_10047	1054
contig_10048	1998
contig_10049	1281
contig_1005	1004
contig_10050	2000
contig_10053	785
contig_10054	151
contig_10056	5206
contig_10057	633
contig_10058	154
contig_1006	2163
contig_10060	2236
contig_10061	937
contig_10062	1560
contig_10064	4116
contig_10065	1395
contig_10066	589
contig_10067	1882
contig_10068	3254
contig_1007	772
contig_10071	3571
contig_10072	328
contig_10074	2664
contig_10075	3211
contig_10077	955
contig_10078	259
contig_10079	761
contig_1008	1502
contig_10080	589
contig_10081	1986
contig_10082	3738
contig_10083	3586
contig_10084	789
contig_10085	1296
contig_10086	1026
contig_10087	1791
contig_10088	5284
contig_10089	1254
contig_1009	5123
contig_10090	260
contig_10091	2095
contig_10093	151
contig_10094	266
contig_10095	151
contig_10096	1582
contig_10097	2467
contig_10098	1486
contig_10099	151
contig_101	487
contig_1010	377
contig_10100	151
contig_10101	266
contig_10102	104
contig_10103	876
contig_10104	259
contig_10105	876
contig_10106	368
contig_10107	405
contig_10108	324
contig_10109	3029
contig_1011	3694
contig_10110	1056
contig_10111	324
contig_10112	3355
contig_10113	803
contig_10114	260
contig_10115	3336
contig_10116	154
contig_10117	154
contig_10118	3800
contig_10119	88
contig_1012	2651
contig_10120	2226
contig_10122	772
contig_10123	772
contig_10124	778
contig_10126	773
contig_10127	133
contig_10128	2141
contig_10129	1278
contig_1013	487
contig_10130	1026
contig_10132	2397
contig_10133	3186
contig_10134	3455
contig_10135	914
contig_10136	2942
contig_10137	4688
contig_10138	15
contig_10139	495
contig_1014	3423
contig_10140	925
contig_10142	872
contig_10143	421
contig_10144	3546
contig_10145	151
contig_10147	589
contig_10148	4658
contig_10149	133
contig_10150	4693
contig_10153	5034
contig_10154	151
contig_10155	3075
contig_10156	858
contig_10157	3056
contig_10158	2987
contig_10161	2767
contig_10162	154
contig_10163	151
contig_10164	774
contig_10165	4351
contig_10166	324
contig_10167	1869
contig_10168	324
contig_10169	4555
contig_1017	5088
contig_10170	209
contig_10171	892
contig_10172	1472
contig_10173	4706
contig_10174	774
contig_10175	970
contig_10176	3068
contig_10177	2287
contig_10178	778
contig_10179	622
contig_1018	487
contig_10181	154
contig_10182	151
contig_10184	2610
contig_10185	589
contig_10187	914
contig_10189	914
contig_1019	3727
contig_10190	1004
contig_10191	997
contig_10192	1262
contig_10193	151
contig_10194	133
contig_10195	654
contig_10196	1190
contig_10197	589
contig_10198	3448
contig_10199	1129
contig_102	487
contig_1020	4031
contig_10201	1758
contig_10202	4285
contig_10203	266
contig_10204	4194
contig_10205	3950
contig_10206	750
contig_10207	1590
contig_10208	2730
contig_10209	1309
contig_1021	616
contig_10210	826
contig_10211	3720
contig_10212	266
contig_10213	151
contig_10214	2234
contig_10215	3024
contig_10216	589
contig_10217	1759
contig_10218	1943
contig_10219	324
contig_10220	5251
contig_10221	1358
contig_10224	4318
contig_10225	328
contig_10226	2456
contig_10227	151
contig_10228	633
contig_10229	15
contig_1023	4287
contig_10230	456
contig_10231	1188
contig_10232	1896
contig_10233	610
contig_10234	348
contig_10235	133
contig_10236	324
contig_10237	1392
contig_10239	2788
contig_1024	1280
contig_10240	3766
contig_10241	2721
contig_10242	154
contig_10243	914
contig_10244	1223
contig_10245	1192
contig_10249	5155
contig_1025	2171
contig_10250	633
contig_10251	154
contig_10253	3184
contig_10255	450
contig_10256	15
contig_10257	868
contig_10258	589
contig_10259	151
contig_1026	151
contig_10260	2596
contig_10261	589
contig_10263	5122
contig_10265	4636
contig_10266	2605
contig_10267	1245
contig_10268	3593
contig_10269	1327
contig_10270	405
contig_10271	3281
contig_10272	4718
contig_10273	151
contig_10274	15
contig_10275	785
contig_10276	3146
contig_10277	1258
contig_10279	49
contig_1028	835
contig_10280	1612
contig_10281	251
contig_10282	2242
contig_10283	955
contig_10284	2322
contig_10286	859
contig_10288	4010
contig_10289	4986
contig_1029	4509
contig_10291	772
contig_10292	260
contig_10293	1489
contig_10294	945
contig_10295	2247
contig_10296	2540
contig_10297	3034
contig_10298	1026
contig_10299	877
contig_103	154
contig_1030	1179
contig_10301	4198
contig_10302	4126
contig_10303	4527
contig_10307	151
contig_10308	1040
contig_10309	405
contig_1031	1446
contig_10310	4993
contig_10311	154
contig_10312	1893
contig_10313	1082
contig_10314	998
contig_10315	1977
contig_10316	3682
contig_10317	1454
contig_10318	761
contig_10319	4963
contig_1032	1150
contig_10320	2944
contig_10322	2068
contig_10323	761
contig_10324	1946
contig_10325	328
contig_10326	1166
contig_10327	3348
contig_10328	154
contig_10329	4127
contig_1033	991
contig_10330	2133
contig_10331	2731
contig_10332	1136
contig_10333	1311
contig_10334	1
contig_10335	2187
contig_10336	1218
contig_10337	877
contig_10339	49
contig_1034	1983
contig_10340	4594
contig_10341	1857
contig_10342	1394
contig_10343	165
contig_10344	1119
contig_10345	834
contig_10347	1249
contig_10348	3569
contig_10349	589
contig_10350	324
contig_10351	2035
contig_10352	151
contig_10353	2911
contig_10354	2894
contig_10356	4614
contig_10357	324
contig_10358	1026
contig_10359	4264
contig_1036	466
contig_10360	324
contig_10361	1209
contig_10362	260
contig_10363	4641
contig_10364	584
contig_10365	1698
contig_10366	5095
contig_10367	267
contig_10368	4674
contig_10369	2370
contig_1037	487
contig_10372	1236
contig_10373	2862
contig_10374	446
contig_10375	23
contig_10376	2184
contig_10377	1275
contig_10378	633
contig_10379	324
contig_10380	446
contig_10381	328
contig_10382	812
contig_10383	1684
contig_10384	1270
contig_10385	2137
contig_10386	589
contig_10387	1217
contig_10388	4953
contig_10389	1086
contig_1039	324
contig_10390	3936
contig_10392	633
contig_10393	4633
contig_10394	1405
contig_10395	1082
contig_10397	324
contig_10398	839
contig_10399	2804
contig_104	324
contig_1040	3815
contig_10401	5024
contig_10402	4441
contig_10403	2770
contig_10404	3562
contig_10405	405
contig_10407	73
contig_10408	772
contig_10409	2484
contig_1041	151
contig_10410	778
contig_10411	622
contig_10412	154
contig_10413	4417
contig_10414	1249
contig_10415	192
contig_10416	4492
contig_10417	2287
contig_10418	803
contig_10419	4622
contig_1042	938
contig_10420	853
contig_10421	267
contig_10422	1026
contig_10423	589
contig_10424	3088
contig_10425	324
contig_10426	5257
contig_10427	4089
contig_10428	1
contig_10429	1503
contig_1043	1156
contig_10430	15
contig_10431	633
contig_10432	2367
contig_10433	154
contig_10434	1455
contig_10436	877
contig_1044	1218
contig_10440	1230
contig_10441	151
contig_10443	1995
contig_10444	3293
contig_10445	4280
contig_10446	1366
contig_10447	2145
contig_10448	151
contig_10449	892
contig_1045	2421
contig_10450	1
contig_10451	368
contig_10452	1969
contig_10453	1192
contig_10454	926
contig_10455	154
contig_10456	3667
contig_10457	1295
contig_10458	49
contig_10459	2883
contig_1046	154
contig_10460	589
contig_10461	5226
contig_10462	368
contig_10463	4347
contig_10464	526
contig_10465	405
contig_10466	3414
contig_10467	589
contig_10468	3500
contig_10469	11
contig_1047	151
contig_10470	1359
contig_10471	720
contig_10472	2754
contig_10473	1112
contig_10474	589
contig_10475	5282
contig_10476	506
contig_10477	946
contig_10478	1430
contig_1048	151
contig_10480	2145
contig_10481	1792
contig_10483	266
contig_10484	4401
contig_10485	927
contig_10487	2731
contig_10488	3150
contig_10489	4746
contig_1049	1718
contig_10490	1322
contig_10491	1765
contig_10492	1446
contig_10493	4364
contig_10494	2234
contig_10495	1209
contig_10496	1357
contig_10497	2999
contig_10498	1088
contig_10499	2434
contig_105	487
contig_1050	680
contig_10500	2234
contig_10501	377
contig_10503	93
contig_10504	2036
contig_10505	3589
contig_10506	133
contig_10507	642
contig_10508	2981
contig_10509	377
contig_1051	1036
contig_10511	109
contig_10512	3208
contig_10513	3514
contig_10514	793
contig_10516	1497
contig_10517	1373
contig_10518	3220
contig_10519	154
contig_10521	324
contig_10522	589
contig_10523	324
contig_10524	3163
contig_10525	4508
contig_10526	4916
contig_10527	633
contig_10528	1020
contig_10529	1933
contig_1053	487
contig_10530	3238
contig_10531	266
contig_10532	3971
contig_10533	735
contig_10534	176
contig_10535	407
contig_10536	2197
contig_10537	622
contig_10538	2973
contig_10539	802
contig_1054	1754
contig_10540	399
contig_10541	2940
contig_10544	4667
contig_10545	968
contig_10546	2506
contig_10547	4770
contig_10548	876
contig_10549	1348
contig_1055	1388
contig_10550	962
contig_10551	826
contig_10553	3103
contig_10554	3657
contig_10555	832
contig_10556	853
contig_10557	622
contig_10558	1002
contig_10559	3316
contig_1056	3334
contig_10560	513
contig_10561	151
contig_10562	1168
contig_10563	4803
contig_10565	1983
contig_10566	487
contig_10569	959
contig_1057	785
contig_10570	957
contig_10572	151
contig_10573	1989
contig_10574	2755
contig_10575	3171
contig_10576	3263
contig_10577	2659
contig_10578	835
contig_10579	2518
contig_1058	324
contig_10580	238
contig_10581	4402
contig_10582	1547
contig_10583	2602
contig_10584	428
contig_10585	778
contig_10586	2214
contig_10587	1123
contig_10588	1
contig_10589	151
contig_1059	3940
contig_10590	133
contig_10591	589
contig_10592	1051
contig_10593	368
contig_10594	461
contig_10596	2825
contig_10597	4838
contig_10598	797
contig_10599	633
contig_106	1674
contig_1060	154
contig_10600	446
contig_10601	3628
contig_10602	1199
contig_10603	23
contig_10604	3866
contig_10607	969
contig_10608	4066
contig_10609	786
contig_1061	151
contig_10610	1392
contig_10611	154
contig_10613	2569
contig_10614	5292
contig_10615	312
contig_10616	1341
contig_10617	3050
contig_10618	803
contig_10619	589
contig_1062	2494
contig_10620	151
contig_10621	151
contig_10622	3317
contig_10623	456
contig_10624	4997
contig_10625	633
contig_10626	15
contig_10627	914
contig_10628	15
contig_10629	3530
contig_10630	4865
contig_10631	840
contig_10632	15
contig_10633	151
contig_10634	3945
contig_10635	899
contig_10636	4714
contig_10637	2354
contig_10638	217
contig_10639	2200
contig_1064	2230
contig_10640	4726
contig_10641	703
contig_10643	151
contig_10644	764
contig_10645	623
contig_10646	154
contig_10647	15
contig_10648	446
contig_10649	1267
contig_1065	151
contig_10650	589
contig_10651	4870
contig_10652	589
contig_10653	151
contig_10654	864
contig_10655	4752
contig_10656	151
contig_10657	151
contig_10658	2205
contig_10659	1159
contig_10660	3850
contig_10662	3431
contig_10663	2234
contig_10664	151
contig_10665	151
contig_10666	154
contig_10667	1956
contig_10668	207
contig_10669	803
contig_1067	959
contig_10670	15
contig_10671	732
contig_10672	2384
contig_10673	773
contig_10674	151
contig_10675	589
contig_10677	2401
contig_10678	446
contig_10679	589
contig_1068	633
contig_10680	2920
contig_10681	4393
contig_10682	2955
contig_10683	1865
contig_10684	826
contig_10685	1759
contig_10686	2414
contig_10687	1863
contig_10688	303
contig_10689	858
contig_1069	832
contig_10690	774
contig_10691	1707
contig_10692	15
contig_10693	633
contig_10694	3345
contig_10695	5163
contig_10696	4033
contig_10697	965
contig_10698	5213
contig_107	267
contig_1070	377
contig_10700	1218
contig_10702	761
contig_10703	154
contig_10706	2773
contig_10708	4068
contig_10709	1281
contig_1071	2589
contig_10710	377
contig_10711	324
contig_10712	15
contig_10714	1131
contig_10717	825
contig_10718	1872
contig_10719	4470
contig_1072	589
contig_10720	2102
contig_10724	633
contig_10725	1723
contig_10726	4927
contig_10727	1701
contig_10728	5179
contig_1073	4266
