	run ID	name	method	date run	command-line
0	1	ANIm_2024-05-22T08:49:15.031677	ANIm	2024-05-22 08:49:15.031677	/zhome/56/5/209982/bin/miniconda3/bin/pyani anim -i genomes -o genomes_ANIm --dbpath barcode04db
