contig_10002	bins.001
contig_10005	bins.001
contig_10018	bins.001
contig_10029	bins.001
contig_10164	bins.001
contig_10172	bins.001
contig_10174	bins.001
contig_10197	bins.001
contig_10198	bins.001
contig_10279	bins.001
contig_10339	bins.001
contig_10349	bins.001
contig_10458	bins.001
contig_10460	bins.001
contig_10550	bins.001
contig_10582	bins.001
contig_10690	bins.001
contig_10773	bins.001
contig_10786	bins.001
contig_10810	bins.001
contig_1083	bins.001
contig_10866	bins.001
contig_10926	bins.001
contig_10984	bins.001
contig_10985	bins.001
contig_10993	bins.001
contig_11029	bins.001
contig_11087	bins.001
contig_11095	bins.001
contig_11164	bins.001
contig_11255	bins.001
contig_11288	bins.001
contig_11490	bins.001
contig_11544	bins.001
contig_11558	bins.001
contig_11621	bins.001
contig_11666	bins.001
contig_11681	bins.001
contig_11696	bins.001
contig_11855	bins.001
contig_11881	bins.001
contig_11915	bins.001
contig_11989	bins.001
contig_12019	bins.001
contig_12124	bins.001
contig_12133	bins.001
contig_12189	bins.001
contig_12215	bins.001
contig_12363	bins.001
contig_12473	bins.001
contig_12527	bins.001
contig_12629	bins.001
contig_12655	bins.001
contig_12739	bins.001
contig_12792	bins.001
contig_12870	bins.001
contig_13049	bins.001
contig_13078	bins.001
contig_13084	bins.001
contig_13142	bins.001
contig_13145	bins.001
contig_13204	bins.001
contig_13228	bins.001
contig_1326	bins.001
contig_13263	bins.001
contig_13366	bins.001
contig_13373	bins.001
contig_13414	bins.001
contig_13425	bins.001
contig_13429	bins.001
contig_13444	bins.001
contig_13445	bins.001
contig_13458	bins.001
contig_13472	bins.001
contig_13476	bins.001
contig_1349	bins.001
contig_13519	bins.001
contig_13527	bins.001
contig_13549	bins.001
contig_1356	bins.001
contig_13616	bins.001
contig_13620	bins.001
contig_13695	bins.001
contig_13761	bins.001
contig_13803	bins.001
contig_13816	bins.001
contig_13862	bins.001
contig_13946	bins.001
contig_13956	bins.001
contig_13968	bins.001
contig_13979	bins.001
contig_14112	bins.001
contig_14149	bins.001
contig_1416	bins.001
contig_14248	bins.001
contig_14448	bins.001
contig_1448	bins.001
contig_14538	bins.001
contig_14694	bins.001
contig_14836	bins.001
contig_14859	bins.001
contig_14900	bins.001
contig_1599	bins.001
contig_1673	bins.001
contig_1711	bins.001
contig_1759	bins.001
contig_1877	bins.001
contig_2075	bins.001
contig_2109	bins.001
contig_2180	bins.001
contig_2212	bins.001
contig_2247	bins.001
contig_2334	bins.001
contig_2396	bins.001
contig_2597	bins.001
contig_2598	bins.001
contig_2912	bins.001
contig_2917	bins.001
contig_3021	bins.001
contig_3053	bins.001
contig_3095	bins.001
contig_3130	bins.001
contig_3142	bins.001
contig_3276	bins.001
contig_3432	bins.001
contig_3435	bins.001
contig_3445	bins.001
contig_3589	bins.001
contig_3601	bins.001
contig_3617	bins.001
contig_365	bins.001
contig_3725	bins.001
contig_3786	bins.001
contig_3837	bins.001
contig_3865	bins.001
contig_3995	bins.001
contig_4051	bins.001
contig_4117	bins.001
contig_4170	bins.001
contig_4171	bins.001
contig_4177	bins.001
contig_4195	bins.001
contig_4212	bins.001
contig_4225	bins.001
contig_4569	bins.001
contig_4571	bins.001
contig_4664	bins.001
contig_4732	bins.001
contig_4757	bins.001
contig_4838	bins.001
contig_4918	bins.001
contig_4954	bins.001
contig_5057	bins.001
contig_5192	bins.001
contig_5341	bins.001
contig_5390	bins.001
contig_5455	bins.001
contig_5456	bins.001
contig_5468	bins.001
contig_563	bins.001
contig_5643	bins.001
contig_5912	bins.001
contig_5983	bins.001
contig_6014	bins.001
contig_6021	bins.001
contig_6106	bins.001
contig_6116	bins.001
contig_6156	bins.001
contig_6188	bins.001
contig_6192	bins.001
contig_6245	bins.001
contig_6501	bins.001
contig_6508	bins.001
contig_6514	bins.001
contig_6554	bins.001
contig_6555	bins.001
contig_658	bins.001
contig_6601	bins.001
contig_6621	bins.001
contig_6728	bins.001
contig_677	bins.001
contig_6783	bins.001
contig_6837	bins.001
contig_6888	bins.001
contig_6898	bins.001
contig_7012	bins.001
contig_7131	bins.001
contig_7155	bins.001
contig_7246	bins.001
contig_7329	bins.001
contig_7347	bins.001
contig_7363	bins.001
contig_740	bins.001
contig_7443	bins.001
contig_7449	bins.001
contig_7457	bins.001
contig_7462	bins.001
contig_7501	bins.001
contig_7734	bins.001
contig_7741	bins.001
contig_7771	bins.001
contig_7798	bins.001
contig_7907	bins.001
contig_7974	bins.001
contig_7992	bins.001
contig_8088	bins.001
contig_810	bins.001
contig_8122	bins.001
contig_8178	bins.001
contig_8207	bins.001
contig_8367	bins.001
contig_839	bins.001
contig_8390	bins.001
contig_8469	bins.001
contig_8567	bins.001
contig_8636	bins.001
contig_8681	bins.001
contig_8711	bins.001
contig_8758	bins.001
contig_8905	bins.001
contig_8920	bins.001
contig_8967	bins.001
contig_8973	bins.001
contig_8986	bins.001
contig_9180	bins.001
contig_9239	bins.001
contig_9251	bins.001
contig_9267	bins.001
contig_9284	bins.001
contig_9285	bins.001
contig_9333	bins.001
contig_9509	bins.001
contig_9608	bins.001
contig_9636	bins.001
contig_9643	bins.001
contig_9659	bins.001
contig_9687	bins.001
contig_9739	bins.001
contig_974	bins.001
contig_9791	bins.001
contig_9839	bins.001
contig_9841	bins.001
contig_9860	bins.001
contig_9862	bins.001
contig_9905	bins.001
contig_9961	bins.001
contig_9989	bins.001
contig_1070	bins.002
contig_10778	bins.002
contig_11664	bins.002
contig_11807	bins.002
contig_11960	bins.002
contig_12060	bins.002
contig_12687	bins.002
contig_12745	bins.002
contig_12782	bins.002
contig_12934	bins.002
contig_13201	bins.002
contig_13326	bins.002
contig_13729	bins.002
contig_13758	bins.002
contig_14015	bins.002
contig_14144	bins.002
contig_14369	bins.002
contig_14411	bins.002
contig_14840	bins.002
contig_14887	bins.002
contig_1495	bins.002
contig_1579	bins.002
contig_1709	bins.002
contig_1751	bins.002
contig_1810	bins.002
contig_1920	bins.002
contig_1966	bins.002
contig_2183	bins.002
contig_2233	bins.002
contig_2236	bins.002
contig_2281	bins.002
contig_2406	bins.002
contig_2488	bins.002
contig_2734	bins.002
contig_2794	bins.002
contig_2836	bins.002
contig_2837	bins.002
contig_3126	bins.002
contig_3127	bins.002
contig_3409	bins.002
contig_3420	bins.002
contig_3522	bins.002
contig_3690	bins.002
contig_3742	bins.002
contig_3868	bins.002
contig_3956	bins.002
contig_4033	bins.002
contig_4232	bins.002
contig_5167	bins.002
contig_5178	bins.002
contig_5235	bins.002
contig_5238	bins.002
contig_5361	bins.002
contig_5415	bins.002
contig_5464	bins.002
contig_5578	bins.002
contig_594	bins.002
contig_6261	bins.002
contig_6295	bins.002
contig_6716	bins.002
contig_7294	bins.002
contig_733	bins.002
contig_7619	bins.002
contig_7812	bins.002
contig_7931	bins.002
contig_847	bins.002
contig_8940	bins.002
contig_9063	bins.002
contig_9080	bins.002
contig_9142	bins.002
contig_9160	bins.002
contig_9290	bins.002
contig_9948	bins.002
contig_1005	bins.003
contig_10204	bins.003
contig_10324	bins.003
contig_10388	bins.003
contig_10485	bins.003
contig_10787	bins.003
contig_10847	bins.003
contig_1087	bins.003
contig_11102	bins.003
contig_11135	bins.003
contig_11165	bins.003
contig_11462	bins.003
contig_11466	bins.003
contig_11585	bins.003
